coordinates,bus_name,kilovolt levels,number of buses,vm,county,state
POINT (-111.7497 41.4344),EDEN,{161.0},3,1.070453,Cache,Utah
POINT (-111.8361 42.0303),LEWISTON 1,{161.0},2,1.054696,Franklin,Idaho
POINT (-111.7793 39.8276),MONA 1,{161.0},2,1.079801,Juab,Utah
POINT (-111.82 40.7162),SALT LAKE CITY 22,{161.0},1,1.066638,Salt Lake,Utah
POINT (-111.9359 41.6373),LOGAN 1,{161.0},2,1.064734,Cache,Utah
POINT (-111.8488 41.7457),LOGAN 2,"{161.0, 1.0, 13.8, 500.0, 345.0}",5,1.067053,Cache,Utah
POINT (-111.9318 41.4649),PARADISE 3,{161.0},1,1.065032,Box Elder,Utah
POINT (-111.7987 40.5977),SALT LAKE CITY 23,"{161.0, 500.0, 13.8, 1.0}",6,1.073045,Salt Lake,Utah
POINT (-111.8975 40.5515),SANDY 6,{161.0},1,1.068237,Salt Lake,Utah
POINT (-111.7403 39.1491),CENTERFIELD,{161.0},1,1.091526,Sanpete,Utah
POINT (-111.7618 41.6913),MILLVILLE,{161.0},1,1.073855,Cache,Utah
POINT (-111.9056 41.7801),HYDE PARK,{161.0},1,1.065761,Cache,Utah
POINT (-111.8567 40.6445),SALT LAKE CITY 24,{161.0},1,1.066821,Salt Lake,Utah
POINT (-111.8601 41.6698),PROVIDENCE,{161.0},1,1.069437,Cache,Utah
POINT (-111.7299 41.8454),RICHMOND 6,"{161.0, 138.0, 13.8, 1.0}",4,1.062279,Cache,Utah
POINT (-111.8991 39.2312),GUNNISON 1,{161.0},1,1.090854,Sanpete,Utah
POINT (-111.8896 39.9941),SANTAQUIN,{161.0},1,1.073235,Utah,Utah
POINT (-111.8831 41.7156),LOGAN 3,{161.0},1,1.063312,Cache,Utah
POINT (-111.7801 40.5762),ALPINE 2,{161.0},1,1.069962,Salt Lake,Utah
POINT (-111.7212 40.7926),SALT LAKE CITY 25,{161.0},4,1.071933,Salt Lake,Utah
POINT (-111.8208 40.312),OREM 1,{161.0},1,1.067635,Utah,Utah
POINT (-111.744 40.3002),OREM 2,{161.0},1,1.069952,Utah,Utah
POINT (-111.7252 40.3679),LINDON,{161.0},1,1.073842,Utah,Utah
POINT (-111.806 39.9668),PAYSON 2,{161.0},1,1.07344,Utah,Utah
POINT (-111.7224 40.5474),SALT LAKE CITY 26,{161.0},2,1.068909,Salt Lake,Utah
POINT (-111.6312 40.6731),SALT LAKE CITY 27,"{161.0, 500.0}",3,1.076765,Salt Lake,Utah
POINT (-111.7662 40.2473),OREM 3,{161.0},1,1.070361,Utah,Utah
POINT (-111.7937 40.2762),OREM 4,{161.0},1,1.071197,Utah,Utah
POINT (-111.653 40.6348),SANDY 7,{161.0},1,1.074494,Salt Lake,Utah
POINT (-111.7769 40.6216),SANDY 8,{161.0},2,1.067927,Salt Lake,Utah
POINT (-111.6762 40.6962),SALT LAKE CITY 28,{161.0},1,1.075102,Salt Lake,Utah
POINT (-111.7906 38.6551),RICHFIELD,{161.0},1,1.09163,Sevier,Utah
POINT (-111.7952 40.1627),PROVO 1,{161.0},1,1.069243,Utah,Utah
POINT (-111.7819 40.1557),PROVO 2,{161.0},1,1.068953,Utah,Utah
POINT (-111.7451 40.0724),SPANISH FORK 1,{161.0},2,1.071906,Utah,Utah
POINT (-111.7922 40.1028),SPANISH FORK 2,{161.0},1,1.069761,Utah,Utah
POINT (-111.64 40.494),AMERICAN FORK 1,{161.0},1,1.068928,Utah,Utah
POINT (-111.7667 40.4994),AMERICAN FORK 2,{161.0},3,1.07192,Utah,Utah
POINT (-111.6602 40.9889),MORGAN,{161.0},2,1.07028,Morgan,Utah
POINT (-111.7572 40.3324),OREM 5,{161.0},1,1.071043,Utah,Utah
POINT (-111.7667 40.5128),PLEASANT GROVE 1,{161.0},2,1.072402,Utah,Utah
POINT (-111.7593 40.4903),PLEASANT GROVE 2,"{161.0, 500.0}",2,1.074512,Utah,Utah
POINT (-111.6623 41.6449),HYRUM,{161.0},2,1.069867,Cache,Utah
POINT (-111.5786 39.9572),SALEM 14,{161.0},1,1.077371,Utah,Utah
POINT (-111.5679 38.4635),LOA,{161.0},2,1.076611,Wayne,Utah
POINT (-111.6764 38.939),SALINA,{161.0},2,1.093406,Sevier,Utah
POINT (-111.6304 40.1237),PROVO 3,{161.0},1,1.07525,Utah,Utah
POINT (-111.6297 40.1996),PROVO 4,{161.0},2,1.073364,Utah,Utah
POINT (-111.69 41.3273),HUNTSVILLE,{161.0},1,1.071756,Weber,Utah
POINT (-111.519 39.2692),MANTI,{161.0},1,1.091613,Sanpete,Utah
POINT (-111.6887 39.5628),MORONI,{161.0},2,1.084096,Sanpete,Utah
POINT (-111.6114 37.7802),ESCALANTE,{161.0},1,1.075918,Garfield,Utah
POINT (-111.6188 40.3173),PROVO 5,{161.0},1,1.075075,Utah,Utah
POINT (-111.5972 40.3105),PROVO 6,"{161.0, 500.0}",4,1.074223,Utah,Utah
POINT (-111.5792 40.1767),MAPLETON,{161.0},2,1.07324,Utah,Utah
POINT (-111.4667 39.392),EPHRAIM,{161.0},2,1.088769,Sanpete,Utah
POINT (-111.5914 40.7062),PARK CITY 1,{161.0},1,1.076268,Summit,Utah
POINT (-111.4898 40.4277),MIDWAY,{161.0},3,1.068221,Wasatch,Utah
POINT (-111.4865 40.6076),PARK CITY 2,{161.0},1,1.069759,Summit,Utah
POINT (-111.5778 40.241),SPRINGVILLE 1,{161.0},1,1.073599,Utah,Utah
POINT (-111.4083 40.1093),SPRINGVILLE 2,{161.0},1,1.07668,Utah,Utah
POINT (-111.4668 39.8452),FAIRVIEW 2,{161.0},1,1.08204,Utah,Utah
POINT (-111.3659 41.8719),GARDEN CITY 1,{161.0},1,1.079951,Rich,Utah
POINT (-111.4693 39.5765),MOUNT PLEASANT,{161.0},1,1.086164,Sanpete,Utah
POINT (-111.317 40.5508),HEBER CITY,{161.0},1,1.067924,Wasatch,Utah
POINT (-111.2115 40.9378),COALVILLE,{161.0},1,1.078756,Summit,Utah
POINT (-111.2041 39.3259),ORANGEVILLE,{161.0},1,1.087259,Emery,Utah
POINT (-111.2351 40.6187),OAKLEY 3,{161.0},1,1.070657,Summit,Utah
POINT (-111.2477 39.1885),FERRON,{161.0},1,1.08696,Emery,Utah
POINT (-111.0138 39.4631),HUNTINGTON 1,{161.0},4,1.088994,Emery,Utah
POINT (-110.9275 40.7224),KAMAS,{161.0},1,1.081852,Summit,Utah
POINT (-110.9669 39.1695),CASTLE DALE 1,{161.0},1,1.084099,Emery,Utah
POINT (-110.9668 39.7829),HELPER 1,{161.0},2,1.085985,Carbon,Utah
POINT (-110.6661 39.6262),PRICE,{161.0},1,1.0918,Carbon,Utah
POINT (-110.7486 39.5188),WELLINGTON 2,{161.0},1,1.092508,Carbon,Utah
POINT (-110.6322 41.1071),EVANSTON 1,"{161.0, 138.0}",3,1.081208,Uinta,Wyoming
POINT (-110.6091 40.0733),DUCHESNE,{161.0},2,1.086521,Duchesne,Utah
POINT (-110.5107 39.4803),EAST CARBON,{161.0},1,1.094358,Carbon,Utah
POINT (-110.3689 40.3906),ALTAMONT,{161.0},2,1.086154,Duchesne,Utah
POINT (-110.069 39.095),GREEN RIVER 1,{161.0},2,1.099796,Grand,Utah
POINT (-110.1161 40.3086),ROOSEVELT 3,{161.0},1,1.086771,Duchesne,Utah
POINT (-110.059 40.5047),NEOLA,{161.0},1,1.087872,Duchesne,Utah
POINT (-110.0789 40.1279),MYTON,{161.0},1,1.088478,Duchesne,Utah
POINT (-109.8262 40.3376),FORT DUCHESNE,{161.0},2,1.088851,Uintah,Utah
POINT (-109.7979 40.5381),LAPOINT,{161.0},2,1.088493,Uintah,Utah
POINT (-109.6259 37.1113),BLUFF,"{161.0, 115.0}",3,1.070848,San Juan,Utah
POINT (-109.4704 37.9082),MONTICELLO,"{161.0, 115.0}",3,1.080859,San Juan,Utah
POINT (-109.5745 38.6072),MOAB,"{161.0, 115.0, 500.0}",3,1.093165,Grand,Utah
POINT (-109.5683 40.6192),VERNAL 1,"{161.0, 500.0, 13.8, 1.0}",4,1.090349,Uintah,Utah
POINT (-109.5327 40.588),VERNAL 2,{161.0},1,1.08817,Uintah,Utah
POINT (-109.3459 37.6045),BLANDING,"{161.0, 18.0, 115.0, 1.0}",7,1.073182,San Juan,Utah
POINT (-109.1866 37.1945),MONTEZUMA CREEK,"{161.0, 115.0}",2,1.072422,San Juan,Utah
POINT (-109.1811 40.3446),JENSEN,{161.0},2,1.089738,Uintah,Utah
POINT (-111.7542 40.3317),OREM 6,"{161.0, 1.0, 13.8, 13.2, 18.0, 500.0, 20.0, 22.0}",11,1.074905,Utah,Utah
POINT (-110.3917 39.5472),SUNNYSIDE 2,"{161.0, 500.0}",2,1.096208,Carbon,Utah
POINT (-111.9038 40.7931),SALT LAKE CITY 29,{161.0},1,1.07117,Salt Lake,Utah
POINT (-112.0317 40.6667),SALT LAKE CITY 30,"{161.0, 1.0, 13.8, 500.0, 24.0}",8,1.065881,Salt Lake,Utah
POINT (-112.0521 41.8347),COLLINSTON,"{161.0, 13.8}",2,1.062597,Box Elder,Utah
POINT (-109.2844 40.0864),VERNAL 3,"{161.0, 18.0, 500.0}",3,1.086762,Uintah,Utah
POINT (-112.5802 39.5097),DELTA 2,"{161.0, 13.8, 500.0, 20.0}",6,1.079885,Millard,Utah
POINT (-112.8533 38.4889),MILFORD 2,"{161.0, 13.8}",3,1.099177,Beaver,Utah
POINT (-112.5811 38.5603),BEAVER 2,"{161.0, 18.0}",3,1.08466,Beaver,Utah
POINT (-111.0289 39.1747),CASTLE DALE 2,"{161.0, 18.0, 500.0, 13.8}",5,1.078065,Emery,Utah
POINT (-111.8935 39.8214),MONA 2,"{161.0, 500.0, 13.8}",6,1.070238,Juab,Utah
POINT (-112.935 38.5357),MILFORD 3,"{345.0, 18.0, 161.0, 500.0}",5,1.069206,Beaver,Utah
POINT (-111.8853 40.8869),BOUNTIFUL 3,"{161.0, 18.0, 13.8}",3,1.081447,Davis,Utah
POINT (-110.8644 39.7272),HELPER 2,"{161.0, 1.0, 13.8, 18.0, 500.0}",6,1.088616,Carbon,Utah
POINT (-112.931 38.5852),MILFORD 4,"{161.0, 13.8}",4,1.063448,Millard,Utah
POINT (-111.7294 40.0614),PAYSON 3,"{161.0, 500.0, 13.8, 1.0}",5,1.072969,Utah,Utah
POINT (-110.5556 41.2874),EVANSTON 2,"{161.0, 138.0, 13.8, 500.0, 345.0}",8,1.082199,Uinta,Wyoming
POINT (-111.89 40.67),SALT LAKE CITY 31,{161.0},1,1.067261,Salt Lake,Utah
POINT (-112.1225 40.7119),MAGNA 3,"{24.0, 161.0, 500.0, 13.8}",5,1.057888,Salt Lake,Utah
POINT (-111.9289 40.7686),SALT LAKE CITY 32,"{161.0, 500.0}",3,1.071787,Salt Lake,Utah
POINT (-111.0781 39.3792),HUNTINGTON 2,"{161.0, 18.0, 500.0, 13.8}",4,1.074807,Emery,Utah
POINT (-112.7339 40.9133),GRANTSVILLE 2,"{161.0, 500.0}",3,1.072452,Tooele,Utah
POINT (-113.5166 37.1121),SAINT GEORGE 5,"{161.0, 18.0, 500.0, 1.0}",5,1.091839,Washington,Utah
POINT (-109.4217 40.9146),DUTCH JOHN,"{161.0, 138.0, 500.0}",3,1.086556,Daggett,Utah
POINT (-104.8982 35.5753),LAS VEGAS 79,{115.0},1,1.066712,San Miguel,New Mexico
POINT (-105.2867 36.4001),ANGEL FIRE,{115.0},2,1.066365,Colfax,New Mexico
POINT (-105.246 33.706),CAPITAN,{115.0},1,1.078951,Lincoln,New Mexico
POINT (-105.4334 35.8952),MORA,{115.0},1,1.064228,Mora,New Mexico
POINT (-105.5267 36.4014),TAOS,{115.0},2,1.06316,Taos,New Mexico
POINT (-105.5198 36.8006),QUESTA,{115.0},1,1.068434,Taos,New Mexico
POINT (-105.6038 35.2915),RIBERA,{115.0},2,1.077578,San Miguel,New Mexico
POINT (-105.5546 33.323),RUIDOSO DOWNS,{115.0},2,1.072234,Lincoln,New Mexico
POINT (-105.6064 33.1937),MESCALERO,{115.0},1,1.071684,Otero,New Mexico
POINT (-105.6568 35.5972),PECOS,{115.0},1,1.075793,San Miguel,New Mexico
POINT (-105.5319 36.4612),EL PRADO,{115.0},2,1.064215,Taos,New Mexico
POINT (-105.7521 33.4472),ALTO,{115.0},3,1.076287,Lincoln,New Mexico
POINT (-105.5961 33.4289),RUIDOSO,{115.0},1,1.073818,Lincoln,New Mexico
POINT (-105.6727 36.368),RANCHOS DE TAOS,{115.0},1,1.064104,Taos,New Mexico
POINT (-105.8067 33.8831),CARRIZOZO,{115.0},1,1.078377,Lincoln,New Mexico
POINT (-105.7192 35.9242),CHIMAYO,{115.0},1,1.061021,Santa Fe,New Mexico
POINT (-105.8581 35.8095),SANTA FE 1,{115.0},1,1.058619,Santa Fe,New Mexico
POINT (-105.8332 35.5971),SANTA FE 2,{115.0},2,1.051535,Santa Fe,New Mexico
POINT (-105.8491 35.6786),SANTA FE 3,{115.0},1,1.051352,Santa Fe,New Mexico
POINT (-105.8179 33.0859),LA LUZ,{115.0},1,1.077797,Otero,New Mexico
POINT (-105.9018 34.823),ESTANCIA,{115.0},1,1.070923,Torrance,New Mexico
POINT (-106.0118 36.0472),ALCALDE,{115.0},1,1.068912,Rio Arriba,New Mexico
POINT (-106.0042 34.9527),MORIARTY,{115.0},1,1.075662,Torrance,New Mexico
POINT (-105.9859 35.4827),SANTA FE 4,{115.0},1,1.055253,Santa Fe,New Mexico
POINT (-105.921 35.9009),SANTA FE 5,{115.0},1,1.06307,Santa Fe,New Mexico
POINT (-106.08 33.2302),TULAROSA,{115.0},2,1.07952,Otero,New Mexico
POINT (-106.1644 32.6359),ALAMOGORDO 1,{115.0},1,1.07643,Otero,New Mexico
POINT (-106.0343 32.7261),ALAMOGORDO 2,"{115.0, 230.0}",3,1.086,Otero,New Mexico
POINT (-106.0768 32.8294),HOLLOMAN AIR FORCE BASE,{115.0},1,1.084296,Otero,New Mexico
POINT (-106.1454 35.9958),ESPANOLA,"{1.0, 18.0, 115.0}",4,1.082574,Rio Arriba,New Mexico
POINT (-106.1011 35.5481),SANTA FE 6,"{1.0, 115.0, 13.8, 230.0}",4,1.062836,Santa Fe,New Mexico
POINT (-106.0275 35.6826),SANTA FE 7,{115.0},2,1.055412,Santa Fe,New Mexico
POINT (-106.2563 35.0437),EDGEWOOD,{115.0},2,1.061656,Bernalillo,New Mexico
POINT (-106.304 32.1713),CHAPARRAL,{115.0},2,1.068408,Otero,New Mexico
POINT (-106.2207 34.3453),MOUNTAINAIR,{115.0},1,1.08799,Torrance,New Mexico
POINT (-106.319 35.8099),LOS ALAMOS,{115.0},3,1.058415,Los Alamos,New Mexico
POINT (-106.2487 35.2043),SANDIA PARK,{115.0},2,1.07722,Bernalillo,New Mexico
POINT (-106.3962 34.9398),TIJERAS,{115.0},3,1.062537,Bernalillo,New Mexico
POINT (-106.3966 35.4315),ALGODONES 1,{115.0},1,1.065428,Sandoval,New Mexico
POINT (-106.4226 36.2943),ABIQUIU,{115.0},1,1.079388,Rio Arriba,New Mexico
POINT (-106.3689 35.26),PLACITAS,{115.0},1,1.073683,Sandoval,New Mexico
POINT (-106.5496 34.9691),ALBUQUERQUE 1,{115.0},2,1.064215,Bernalillo,New Mexico
POINT (-106.4138 34.981),ALBUQUERQUE 2,{115.0},3,1.062911,Bernalillo,New Mexico
POINT (-106.4626 35.1361),ALBUQUERQUE 3,{115.0},1,1.058296,Bernalillo,New Mexico
POINT (-106.4748 35.1541),ALBUQUERQUE 4,{115.0},1,1.059184,Bernalillo,New Mexico
POINT (-106.4408 35.1848),ALBUQUERQUE 5,{115.0},2,1.061849,Bernalillo,New Mexico
POINT (-106.4203 35.1642),ALBUQUERQUE 6,{115.0},1,1.059691,Bernalillo,New Mexico
POINT (-106.5583 35.0828),ALBUQUERQUE 7,{115.0},3,1.063087,Bernalillo,New Mexico
POINT (-106.6069 35.1729),ALBUQUERQUE 8,{115.0},2,1.076467,Bernalillo,New Mexico
POINT (-106.5302 35.2397),ALBUQUERQUE 9,{115.0},1,1.064228,Sandoval,New Mexico
POINT (-106.4829 35.0443),ALBUQUERQUE 10,{115.0},1,1.060507,Bernalillo,New Mexico
POINT (-106.5434 35.0916),ALBUQUERQUE 11,{115.0},2,1.065225,Bernalillo,New Mexico
POINT (-106.6009 34.9947),ALBUQUERQUE 12,{115.0},1,1.06443,Bernalillo,New Mexico
POINT (-106.5005 34.9921),ALBUQUERQUE 13,{115.0},2,1.061398,Bernalillo,New Mexico
POINT (-106.5143 35.1598),ALBUQUERQUE 14,{115.0},2,1.062867,Bernalillo,New Mexico
POINT (-106.5 35.3748),BERNALILLO,{115.0},3,1.0715,Sandoval,New Mexico
POINT (-106.687 31.8723),SUNLAND PARK 1,{115.0},2,1.087358,Doña Ana,New Mexico
POINT (-106.5433 35.0513),ALBUQUERQUE 15,{115.0},2,1.06251,Bernalillo,New Mexico
POINT (-106.6909 35.0584),ALBUQUERQUE 16,{115.0},2,1.0678,Bernalillo,New Mexico
POINT (-106.5477 32.0599),VADO,{115.0},2,1.078731,Doña Ana,New Mexico
POINT (-106.5738 34.9691),ALBUQUERQUE 17,{115.0},2,1.064293,Bernalillo,New Mexico
POINT (-106.5748 35.021),ALBUQUERQUE 18,{115.0},2,1.062952,Bernalillo,New Mexico
POINT (-106.6167 35.1957),CORRALES,{115.0},2,1.070602,Bernalillo,New Mexico
POINT (-106.6679 35.2122),ALBUQUERQUE 19,{115.0},2,1.066369,Bernalillo,New Mexico
POINT (-106.7038 35.0662),ALBUQUERQUE 20,{115.0},2,1.067774,Bernalillo,New Mexico
POINT (-106.6918 35.1485),ALBUQUERQUE 21,{115.0},1,1.066638,Bernalillo,New Mexico
POINT (-106.5807 32.2821),LAS CRUCES 1,{115.0},1,1.081022,Doña Ana,New Mexico
POINT (-106.7135 32.3734),LAS CRUCES 2,{115.0},1,1.077789,Doña Ana,New Mexico
POINT (-106.6807 34.4291),VEGUITA,{115.0},1,1.079107,Socorro,New Mexico
POINT (-106.5631 34.7002),BELEN 1,{115.0},2,1.066328,Valencia,New Mexico
POINT (-106.5882 32.2241),MESQUITE 2,{115.0},2,1.075731,Doña Ana,New Mexico
POINT (-106.6016 35.083),ALBUQUERQUE 22,{115.0},1,1.063769,Bernalillo,New Mexico
POINT (-106.515 31.7683),SANTA TERESA,{115.0},1,1.089025,,
POINT (-106.6661 35.2792),ALBUQUERQUE 23,{115.0},2,1.064768,Sandoval,New Mexico
POINT (-106.6582 35.2275),ALBUQUERQUE 24,{115.0},2,1.066728,Sandoval,New Mexico
POINT (-106.6414 34.9144),PERALTA,{115.0},2,1.068828,Bernalillo,New Mexico
POINT (-106.7287 35.3482),RIO RANCHO 1,{115.0},1,1.067857,Sandoval,New Mexico
POINT (-106.6319 35.248),RIO RANCHO 2,{115.0},1,1.068767,Sandoval,New Mexico
POINT (-106.7156 35.6011),JEMEZ PUEBLO,{115.0},2,1.083878,Sandoval,New Mexico
POINT (-106.7873 32.2392),LAS CRUCES 3,{115.0},1,1.081865,Doña Ana,New Mexico
POINT (-106.7671 32.3278),LAS CRUCES 4,{115.0},1,1.073611,Doña Ana,New Mexico
POINT (-106.7708 35.1645),ALBUQUERQUE 25,{115.0},2,1.068844,Bernalillo,New Mexico
POINT (-106.835 35.2329),ALBUQUERQUE 26,"{115.0, 230.0}",2,1.075215,Sandoval,New Mexico
POINT (-106.7803 32.6024),LAS CRUCES 5,{115.0},1,1.079213,Doña Ana,New Mexico
POINT (-106.7225 32.5524),LAS CRUCES 6,{115.0},1,1.081481,Doña Ana,New Mexico
POINT (-106.817 35.3482),RIO RANCHO 3,{115.0},1,1.1,Sandoval,New Mexico
POINT (-106.8636 35.2217),RIO RANCHO 4,{115.0},2,1.071119,Sandoval,New Mexico
POINT (-106.7252 32.0866),LA MESA 4,{115.0},1,1.086954,Doña Ana,New Mexico
POINT (-106.751 32.3559),LAS CRUCES 7,{115.0},1,1.073775,Doña Ana,New Mexico
POINT (-106.7407 32.2654),LAS CRUCES 8,{115.0},3,1.076973,Doña Ana,New Mexico
POINT (-106.8381 34.0447),SOCORRO,{115.0},1,1.091328,Socorro,New Mexico
POINT (-106.8705 35.0507),ALBUQUERQUE 27,{115.0},1,1.061785,Bernalillo,New Mexico
POINT (-106.8566 35.1712),ALBUQUERQUE 28,{115.0},1,1.07998,Bernalillo,New Mexico
POINT (-106.8898 35.1064),ALBUQUERQUE 29,{115.0},1,1.061283,Bernalillo,New Mexico
POINT (-106.9786 32.403),LAS CRUCES 9,{115.0},2,1.083581,Doña Ana,New Mexico
POINT (-106.8926 36.6855),DULCE,{115.0},1,1.083101,Rio Arriba,New Mexico
POINT (-106.9772 31.8977),ANTHONY 1,{115.0},2,1.086677,Doña Ana,New Mexico
POINT (-107.0288 34.7175),LOS LUNAS 1,{115.0},3,1.064219,Valencia,New Mexico
POINT (-107.0037 34.7345),LOS LUNAS 2,{115.0},1,1.062078,Valencia,New Mexico
POINT (-107.1846 33.3097),TRUTH OR CONSEQUENCES,{115.0},4,1.091411,Sierra,New Mexico
POINT (-107.1658 32.5862),HATCH,{115.0},1,1.090492,Doña Ana,New Mexico
POINT (-107.2373 34.8814),LAGUNA,{115.0},2,1.06394,Cibola,New Mexico
POINT (-107.4697 35.8622),CUBA,{115.0},1,1.080117,McKinley,New Mexico
POINT (-107.3592 32.8881),ARREY,{115.0},3,1.091866,Sierra,New Mexico
POINT (-107.6548 34.721),PUEBLO OF ACOMA,{115.0},1,1.067589,Cibola,New Mexico
POINT (-107.7458 33.7878),MAGDALENA,{115.0},2,1.097241,Catron,New Mexico
POINT (-108.2084 31.766),COLUMBUS 1,{115.0},1,1.073279,,
POINT (-107.7508 32.2146),DEMING 1,{115.0},1,1.066599,Luna,New Mexico
POINT (-107.8542 35.195),MILAN,{115.0},2,1.073138,Cibola,New Mexico
POINT (-107.9151 36.908),AZTEC,{115.0},1,1.079695,San Juan,New Mexico
POINT (-107.9155 34.9141),GRANTS,{115.0},1,1.068986,Cibola,New Mexico
POINT (-108.04 36.4421),BLOOMFIELD 1,{115.0},2,1.061,San Juan,New Mexico
POINT (-108.1415 35.8985),CROWNPOINT,{115.0},1,1.077706,McKinley,New Mexico
POINT (-108.1386 32.7636),BAYARD,{115.0},3,1.093771,Grant,New Mexico
POINT (-108.1683 36.8291),FARMINGTON 2,{115.0},1,1.066449,San Juan,New Mexico
POINT (-108.1711 36.6945),FARMINGTON 3,{115.0},1,1.062443,San Juan,New Mexico
POINT (-108.0932 36.7491),FARMINGTON 4,{115.0},1,1.061896,San Juan,New Mexico
POINT (-108.2849 35.3582),THOREAU,{115.0},2,1.07171,McKinley,New Mexico
POINT (-108.2398 32.5662),SILVER CITY,{115.0},3,1.092842,Grant,New Mexico
POINT (-108.4125 36.7357),KIRTLAND,{115.0},1,1.078773,San Juan,New Mexico
POINT (-108.3093 34.934),RAMAH,{115.0},3,1.076178,Cibola,New Mexico
POINT (-108.5026 36.6558),FRUITLAND 1,{115.0},2,1.0817,San Juan,New Mexico
POINT (-108.5601 35.539),CHURCH ROCK,{115.0},2,1.060541,McKinley,New Mexico
POINT (-108.6277 36.0925),TOHATCHI,{115.0},1,1.069745,San Juan,New Mexico
POINT (-108.8209 35.5057),GALLUP 1,{115.0},1,1.054461,McKinley,New Mexico
POINT (-108.8097 33.7657),RESERVE,{115.0},2,1.081819,Catron,New Mexico
POINT (-108.7064 35.5919),YATAHEY,{115.0},3,1.062888,McKinley,New Mexico
POINT (-108.8656 34.981),ZUNI,{115.0},1,1.079495,McKinley,New Mexico
POINT (-108.7162 35.3937),GALLUP 2,{115.0},1,1.05861,McKinley,New Mexico
POINT (-108.8691 36.8633),SHIPROCK,{115.0},1,1.078961,San Juan,New Mexico
POINT (-108.4386 36.8006),WATERFLOW,"{115.0, 500.0, 13.8, 230.0}",9,1.060016,San Juan,New Mexico
POINT (-107.6131 36.8061),FARMINGTON 5,"{18.0, 115.0, 13.2, 13.8}",5,1.076792,San Juan,New Mexico
POINT (-107.5093 32.5543),DEMING 2,{115.0},2,1.090805,Luna,New Mexico
POINT (-108.082 35.4159),PREWITT,"{1.0, 230.0, 13.8, 18.0, 115.0, 500.0}",8,1.07913,McKinley,New Mexico
POINT (-108.3628 32.6618),TYRONE,{115.0},2,1.09851,Grant,New Mexico
POINT (-106.5472 31.8047),SUNLAND PARK 2,"{230.0, 13.8, 18.0, 115.0, 500.0}",8,1.059742,Doña Ana,New Mexico
POINT (-108.698 32.3505),LORDSBURG 1,{115.0},2,1.099937,Hidalgo,New Mexico
POINT (-106.4642 35.3844),ALGODONES 2,{115.0},2,1.071693,Sandoval,New Mexico
POINT (-107.7834 32.2993),DEMING 3,"{230.0, 13.8, 18.0, 115.0, 500.0}",7,1.073087,Luna,New Mexico
POINT (-106.7322 34.6115),BELEN 2,"{1.0, 230.0, 13.8, 18.0, 115.0}",5,1.079304,Valencia,New Mexico
POINT (-106.6733 31.7928),LA MESA 5,"{18.0, 115.0, 13.8}",4,1.077813,Doña Ana,New Mexico
POINT (-106.644 35.026),ALBUQUERQUE 30,"{18.0, 115.0, 13.8, 230.0}",4,1.064301,Bernalillo,New Mexico
POINT (-105.9625 34.4667),WILLARD 2,"{115.0, 230.0}",3,1.072871,Torrance,New Mexico
POINT (-107.3828 35.2689),CUBERO,"{1.0, 230.0, 13.8, 115.0, 20.0}",5,1.075556,Cibola,New Mexico
POINT (-107.9417 36.7367),BLOOMFIELD 2,"{1.0, 18.0, 115.0, 230.0}",4,1.083676,San Juan,New Mexico
POINT (-108.1225 32.6956),HURLEY,"{1.0, 115.0, 13.8, 230.0}",6,1.09384,Grant,New Mexico
POINT (-108.5494 32.2363),LORDSBURG 2,"{115.0, 230.0}",2,1.098095,Hidalgo,New Mexico
POINT (-106.8465 32.1142),LA MESA 6,"{18.0, 115.0, 13.8, 230.0}",4,1.082296,Doña Ana,New Mexico
POINT (-108.4814 36.69),FRUITLAND 2,"{230.0, 13.8, 115.0, 500.0, 24.0}",6,1.078463,San Juan,New Mexico
POINT (-107.48 32.57),DEMING 4,"{115.0, 230.0}",3,1.084891,Luna,New Mexico
POINT (-108.2153 36.7166),FARMINGTON 6,{115.0},2,1.063227,San Juan,New Mexico
POINT (-106.6019 35.171),ALBUQUERQUE 31,"{115.0, 500.0, 230.0}",3,1.083435,Bernalillo,New Mexico
POINT (-108.9409 37.6341),DOVE CREEK,{115.0},1,1.076364,Dolores,Colorado
POINT (-108.7432 39.0588),FRUITA,{115.0},3,1.027868,Mesa,Colorado
POINT (-108.7809 39.2079),LOMA,{115.0},1,1.03308,Mesa,Colorado
POINT (-108.7221 37.3514),CORTEZ,"{161.0, 1.0, 230.0, 115.0, 24.0}",6,1.078731,Montezuma,Colorado
POINT (-108.6348 40.0013),RANGELY,"{1.0, 115.0, 13.8}",4,1.046014,Rio Blanco,Colorado
POINT (-108.6809 39.1),GRAND JUNCTION 1,{115.0},1,1.02628,Mesa,Colorado
POINT (-108.4928 39.1519),GRAND JUNCTION 2,"{115.0, 230.0}",2,1.04489,Mesa,Colorado
POINT (-108.4673 39.2037),GRAND JUNCTION 3,{115.0},2,1.03676,Mesa,Colorado
POINT (-108.5926 39.0428),GRAND JUNCTION 4,{115.0},1,1.034629,Mesa,Colorado
POINT (-108.5805 39.0926),GRAND JUNCTION 5,{115.0},1,1.036021,Mesa,Colorado
POINT (-108.4764 39.0205),GRAND JUNCTION 6,{115.0},1,1.035289,Mesa,Colorado
POINT (-108.5386 38.7006),WHITEWATER,{115.0},3,1.04954,Mesa,Colorado
POINT (-108.3665 38.9438),GRAND JUNCTION 7,{115.0},1,1.034577,Mesa,Colorado
